ID,Name,Spawn_1554,Spawn_1560,Spawn_1568,Spawn_1575,Spawn_1582,Spawn_1598
lord_tk5_295,桑名吉成,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_296,上泉信纲,town_tk035,town_tk035,village_tk189,,,
lord_tk5_297,高坂甚内,castle_tk250,castle_tk250,castle_tk250,castle_tk250,castle_tk250,village_tk192
lord_tk5_298,高坂昌信,town_tk069,town_tk063,town_tk063,town_tk063,,
lord_tk5_299,香宗我部亲泰,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,
lord_tk5_300,河野通直牛福丸,town_tk145,town_tk145,town_tk145,town_tk145,town_tk145,
lord_tk5_301,河野通宣,town_tk145,town_tk145,town_tk145,town_tk145,,
lord_tk5_302,高力清长,town_tk072,town_tk077,town_tk077,town_tk077,town_tk074,town_tk042
lord_tk5_303,小岛职镇,town_tk053,town_tk053,town_tk053,town_tk053,,
lord_tk5_304,五代友喜,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_305,儿玉就英,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,town_tk140
lord_tk5_306,木造具政,town_tk091,town_tk091,town_tk091,town_tk091,town_tk090,
lord_tk5_307,笼手田安一,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162,village_tk235
lord_tk5_308,笼手田安经,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162,
lord_tk5_309,后藤贤丰,town_tk097,town_tk097,,,,
lord_tk5_310,后藤信康,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_311,后藤又兵卫,town_tk127,town_tk127,town_tk127,town_tk127,town_tk127,town_tk168
lord_tk5_312,小西行长,village_tk222,village_tk222,village_tk222,village_tk222,town_tk127,town_tk167
lord_tk5_313,小西隆佐,village_tk222,village_tk222,village_tk222,village_tk222,village_tk222,
lord_tk5_314,小早川隆景,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,
lord_tk5_315,小早川秀秋,village_tk205,town_tk080,town_tk084,town_tk096,town_tk127,town_tk156
lord_tk5_316,小早川秀包,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,town_tk159
lord_tk5_317,小堀远州,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,town_tk041
lord_tk5_318,小梁川盛宗,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_319,近藤义武,town_tk000,town_tk000,town_tk000,town_tk000,town_tk000,town_tk000
lord_tk5_320,西园寺公广,town_tk147,town_tk147,town_tk147,town_tk147,town_tk147,
lord_tk5_321,杂贺孙一,town_tk116,town_tk116,town_tk116,town_tk116,town_tk116,
lord_tk5_322,斋藤龙兴,town_tk084,town_tk084,town_tk092,,,
lord_tk5_323,斋藤传鬼坊,village_tk188,village_tk193,village_tk188,village_tk188,village_tk188,
lord_tk5_324,斋藤道三,town_tk084,,,,,
lord_tk5_325,斋藤利三,town_tk084,town_tk088,town_tk084,town_tk098,town_tk106,
lord_tk5_326,斋藤朝信,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,
lord_tk5_327,斋藤义龙,town_tk084,town_tk084,,,,
lord_tk5_328,斋村政广,town_tk126,town_tk126,town_tk126,town_tk126,town_tk127,town_tk119
lord_tk5_329,佐伯惟定,town_tk172,town_tk172,town_tk172,town_tk172,town_tk172,town_tk147
lord_tk5_330,吉田印西,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210,town_tk040
lord_tk5_331,酒井家次,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_332,酒井忠次,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,
lord_tk5_333,酒井忠世,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_334,坂井政尚,town_tk080,town_tk080,town_tk084,,,
lord_tk5_335,榊原康政,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk034
lord_tk5_336,坂崎直盛,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,town_tk041
lord_tk5_337,相良义阳,town_tk166,town_tk166,town_tk166,town_tk166,,
lord_tk5_338,相良赖房,town_tk166,town_tk166,town_tk166,town_tk166,town_tk166,town_tk166
lord_tk5_339,佐久间信盛,town_tk080,town_tk080,town_tk084,town_tk084,,
lord_tk5_340,佐久间盛重,town_tk081,town_tk081,,,,
lord_tk5_341,佐久间盛政,town_tk083,town_tk080,town_tk084,town_tk060,town_tk060,
lord_tk5_342,鲑延秀纲,town_tk015,town_tk017,town_tk017,town_tk017,town_tk017,town_tk017
lord_tk5_343,佐佐木小次郎,village_tk198,village_tk198,village_tk198,village_tk198,village_tk198,village_tk198
lord_tk5_344,笹部勘二郎,town_tk133,town_tk133,town_tk133,town_tk133,,
lord_tk5_345,佐世元嘉,town_tk121,town_tk121,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_346,佐竹义昭,town_tk024,town_tk024,,,,
lord_tk5_347,佐竹义重,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_348,佐竹义宣,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_349,佐竹义久,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_350,佐田彦四郎,castle_tk255,castle_tk255,castle_tk255,castle_tk255,castle_tk255,castle_tk255
lord_tk5_351,佐佐成政,town_tk080,town_tk080,town_tk084,town_tk084,town_tk053,
lord_tk5_352,里见义尧,town_tk037,town_tk037,town_tk037,,,
lord_tk5_353,里见义弘,town_tk037,town_tk037,town_tk037,town_tk037,,
lord_tk5_354,里见义康,town_tk037,town_tk037,town_tk037,town_tk037,town_tk037,town_tk038
lord_tk5_355,里见义赖,town_tk037,town_tk037,town_tk037,town_tk037,town_tk037,
lord_tk5_356,真田信纲,town_tk062,town_tk062,town_tk062,town_tk062,,
lord_tk5_357,真田信幸,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,town_tk033
lord_tk5_358,真田昌辉,town_tk062,town_tk062,town_tk062,town_tk062,,
lord_tk5_359,真田昌幸,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062
lord_tk5_360,真田幸隆,town_tk062,town_tk062,town_tk062,,,
lord_tk5_361,真田幸村,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062
lord_tk5_362,佐野房纲,town_tk040,town_tk040,town_tk040,town_tk040,town_tk040,village_tk188
lord_tk5_363,佐分利猪之助,village_tk208,village_tk208,village_tk208,village_tk208,village_tk208,village_tk208
lord_tk5_364,猿飞佐助,village_tk200,village_tk200,village_tk200,village_tk200,village_tk200,castle_tk253
lord_tk5_365,猿渡信光,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,
lord_tk5_366,山本寺定长,town_tk049,town_tk049,town_tk049,town_tk049,,
lord_tk5_367,椎名康胤,town_tk054,town_tk054,town_tk054,town_tk054,,
lord_tk5_368,志贺亲次,town_tk171,town_tk171,town_tk171,town_tk171,town_tk171,town_tk080
lord_tk5_369,志贺亲守,town_tk171,town_tk171,town_tk171,town_tk171,town_tk171,
lord_tk5_370,繁泽元氏,town_tk138,town_tk125,town_tk125,town_tk121,town_tk121,town_tk124
lord_tk5_371,宍户隆家,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,
lord_tk5_372,宍户梅轩,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211,village_tk208
lord_tk5_373,宍户元续,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_374,七条兼仲,town_tk149,town_tk111,town_tk149,town_tk149,town_tk143,
lord_tk5_375,七里赖周,town_tk056,town_tk056,town_tk056,town_tk056,,
lord_tk5_376,篠原长房,town_tk148,town_tk148,town_tk148,,,
lord_tk5_377,斯波诠直,town_tk006,town_tk006,town_tk006,town_tk006,town_tk006,town_tk005
lord_tk5_378,斯波诠真,town_tk006,town_tk006,town_tk006,town_tk006,,
lord_tk5_379,柴田胜家,town_tk083,town_tk080,town_tk084,town_tk060,town_tk060,
lord_tk5_380,柴田胜丰,town_tk083,town_tk080,town_tk084,town_tk084,town_tk060,
lord_tk5_381,新发田重家,town_tk050,town_tk050,town_tk050,town_tk050,town_tk050,
lord_tk5_382,新发田长敦,town_tk050,town_tk050,town_tk050,town_tk050,,
lord_tk5_383,芝辻清右卫门,village_tk217,village_tk217,village_tk217,village_tk217,village_tk217,village_tk217
lord_tk5_384,涩谷与右卫门,village_tk226,village_tk226,village_tk226,village_tk226,village_tk226,village_tk226
lord_tk5_385,岛井宗室,village_tk233,village_tk233,village_tk233,village_tk233,village_tk233,village_tk233
lord_tk5_386,岛左近,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,town_tk095
lord_tk5_387,岛津家久,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,
lord_tk5_388,岛津日新斋,town_tk178,town_tk178,,,,
lord_tk5_389,岛津贵久,town_tk178,town_tk178,town_tk178,,,
lord_tk5_390,岛津忠恒,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_391,岛津岁久,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,
lord_tk5_392,岛津丰久,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk173
lord_tk5_393,岛津义虎,town_tk179,town_tk179,town_tk179,town_tk179,town_tk179,
lord_tk5_394,岛津义久,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk177
lord_tk5_395,岛津义弘,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_396,清水宗治,town_tk135,town_tk138,town_tk135,town_tk135,town_tk135,
lord_tk5_397,清水康英,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_398,志村光安,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016
lord_tk5_399,下间仲孝,town_tk113,town_tk113,town_tk113,town_tk113,village_tk216,village_tk216
lord_tk5_400,下间赖照,town_tk058,town_tk058,town_tk058,town_tk058,,
lord_tk5_401,下间赖廉,town_tk113,town_tk113,town_tk113,town_tk113,village_tk216,village_tk212
lord_tk5_402,上条政繁,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk041
lord_tk5_403,白石宗实,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk011
lord_tk5_404,神西元通,town_tk121,town_tk121,town_tk138,town_tk138,,
lord_tk5_405,神保氏张,town_tk053,town_tk053,town_tk053,town_tk053,town_tk053,
lord_tk5_406,神保长住,town_tk053,town_tk053,town_tk053,village_tk195,village_tk195,
lord_tk5_407,神保长城,town_tk053,town_tk053,town_tk053,town_tk053,,
lord_tk5_408,神保长职,town_tk053,town_tk053,town_tk053,,,
lord_tk5_409,陶晴贤,town_tk141,,,,,
lord_tk5_410,菅沼定盈,town_tk072,town_tk072,town_tk077,town_tk074,town_tk078,town_tk092
lord_tk5_411,杉谷善住坊,castle_tk253,castle_tk253,castle_tk253,,,
lord_tk5_412,杉之坊照算,castle_tk254,castle_tk254,castle_tk254,castle_tk254,castle_tk254,castle_tk254
lord_tk5_413,铃木佐太夫,town_tk116,town_tk116,town_tk116,town_tk116,town_tk116,
lord_tk5_414,铃木重朝,town_tk116,town_tk116,town_tk116,town_tk116,town_tk116,town_tk113
lord_tk5_415,薄田兼相,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,town_tk156
lord_tk5_416,铃木元信,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_417,须田满亲,village_tk199,village_tk199,village_tk199,village_tk199,town_tk049,
lord_tk5_418,津田宗及,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215,
lord_tk5_419,角仓素庵,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_420,角仓了以,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_421,关一政,town_tk091,town_tk091,town_tk091,town_tk091,town_tk090,town_tk064
lord_tk5_422,关口氏广,town_tk072,town_tk072,,,,
lord_tk5_423,世鬼政时,castle_tk255,castle_tk255,castle_tk255,castle_tk255,castle_tk255,
lord_tk5_424,关盛信,town_tk091,town_tk091,town_tk091,town_tk091,town_tk090,
lord_tk5_425,仙石秀久,town_tk080,town_tk080,town_tk084,town_tk084,town_tk127,town_tk065
lord_tk5_426,千利休,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215,
lord_tk5_427,相马盛胤,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023
lord_tk5_428,相马义胤,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023
lord_tk5_429,宗义调,town_tk155,town_tk155,town_tk155,town_tk155,town_tk155,
lord_tk5_430,宗义智,town_tk155,town_tk155,town_tk155,town_tk155,town_tk155,town_tk155
lord_tk5_431,十河一存,town_tk143,town_tk143,,,,
lord_tk5_432,十河存保,town_tk143,town_tk143,town_tk143,town_tk143,town_tk143,
lord_tk5_433,太原雪斋,town_tk072,,,,,
lord_tk5_434,大道寺政繁,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_435,大宝寺义氏,town_tk018,town_tk018,town_tk018,town_tk018,town_tk018,
lord_tk5_436,高岛正重,town_tk154,town_tk154,town_tk154,town_tk152,town_tk152,town_tk152
lord_tk5_437,高梨政赖,town_tk049,town_tk064,town_tk049,town_tk049,,
lord_tk5_438,高桥鉴种,town_tk157,town_tk157,town_tk157,town_tk169,,
lord_tk5_439,高桥绍运,town_tk170,town_tk170,town_tk170,town_tk157,town_tk157,
lord_tk5_440,高山重友,town_tk100,town_tk101,town_tk114,town_tk114,town_tk097,town_tk056
lord_tk5_441,高山友照,town_tk100,town_tk101,town_tk114,town_tk114,village_tk198,
lord_tk5_442,泷川一益,village_tk205,town_tk080,town_tk090,town_tk092,town_tk092,
lord_tk5_443,泷川雄利,village_tk208,town_tk091,town_tk091,town_tk091,town_tk090,town_tk113
lord_tk5_444,田北镇周,town_tk170,town_tk170,town_tk170,town_tk170,,
lord_tk5_445,泷本寺非有,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,
lord_tk5_446,武井夕庵,town_tk084,town_tk084,town_tk084,town_tk084,town_tk097,
lord_tk5_447,武田胜赖,town_tk069,town_tk069,town_tk069,town_tk069,town_tk069,
lord_tk5_448,武田逍遥轩,town_tk066,town_tk066,town_tk066,town_tk069,town_tk069,
lord_tk5_449,武田信玄,town_tk069,town_tk069,town_tk069,,,
lord_tk5_450,武田信繁,town_tk069,town_tk069,,,,
lord_tk5_451,武田信丰,town_tk065,town_tk069,town_tk065,town_tk065,town_tk065,
lord_tk5_452,武田元明,village_tk214,village_tk214,village_tk214,village_tk214,town_tk106,
lord_tk5_453,武田义信,town_tk069,town_tk069,,,,
lord_tk5_454,竹中重门,town_tk086,town_tk084,town_tk084,town_tk096,town_tk127,town_tk085
lord_tk5_455,竹中半兵卫,town_tk086,town_tk086,town_tk084,town_tk096,,
lord_tk5_456,立花道雪,town_tk170,town_tk170,town_tk170,town_tk156,town_tk156,
lord_tk5_457,立花直次,town_tk170,town_tk170,town_tk170,town_tk156,town_tk156,town_tk158
lord_tk5_458,立花宗茂,town_tk170,town_tk170,town_tk170,town_tk156,town_tk156,town_tk158
lord_tk5_459,立原久纲,town_tk121,town_tk121,village_tk220,village_tk220,village_tk220,town_tk149
lord_tk5_460,楯冈满茂,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016
lord_tk5_461,伊达实元,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_462,伊达成实,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_463,伊达稙宗,town_tk019,village_tk183,,,,
lord_tk5_464,伊达辉宗,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_465,伊达晴宗,town_tk019,town_tk019,village_tk183,town_tk019,,
lord_tk5_466,伊达政宗,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_467,田中胜介,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_468,田中吉政,town_tk094,town_tk094,town_tk094,town_tk096,town_tk127,town_tk077
lord_tk5_469,谷忠澄,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk154
lord_tk5_470,种子岛时尧,town_tk178,town_tk178,town_tk178,town_tk178,,
lord_tk5_471,种子岛久时,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_472,田村清显,town_tk020,town_tk020,town_tk020,town_tk020,town_tk020,
lord_tk5_473,多罗尾光俊,castle_tk253,castle_tk253,castle_tk253,castle_tk253,castle_tk253,town_tk041
lord_tk5_474,田原亲贤,town_tk170,town_tk170,town_tk170,town_tk170,town_tk170,village_tk238
lord_tk5_475,千贺孙兵卫,castle_tk263,castle_tk263,castle_tk263,castle_tk263,castle_tk263,castle_tk262
lord_tk5_476,千坂景亲,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_477,千叶邦胤,town_tk039,town_tk039,town_tk039,town_tk039,town_tk039,
lord_tk5_478,千叶胤富,town_tk039,town_tk039,town_tk039,town_tk039,,
lord_tk5_479,茶屋又四郎,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_480,茶屋四郎次郎,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,
lord_tk5_481,长宗我部国亲,town_tk152,,,,,
lord_tk5_482,长宗我部信亲,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,
lord_tk5_483,长宗我部元亲,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_484,长宗我部盛亲,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_485,长续连,town_tk055,town_tk055,town_tk055,town_tk055,,
lord_tk5_486,长连龙,town_tk055,town_tk055,town_tk055,town_tk055,town_tk055,town_tk056
lord_tk5_487,塚原卜传,village_tk187,village_tk187,village_tk187,,,
lord_tk5_488,津轻为信,town_tk003,town_tk001,town_tk001,town_tk001,town_tk001,town_tk001
lord_tk5_489,柘植三之丞,castle_tk251,castle_tk251,castle_tk251,castle_tk251,castle_tk251,castle_tk251
lord_tk5_490,津田信澄,town_tk083,town_tk080,town_tk084,town_tk084,town_tk097,
lord_tk5_491,土屋昌恒,town_tk069,town_tk069,town_tk069,town_tk069,town_tk069,
lord_tk5_492,筒井定次,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,town_tk103
lord_tk5_493,筒井顺庆,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,
lord_tk5_494,角隈石宗,town_tk170,town_tk170,town_tk170,town_tk170,,
lord_tk5_495,津野亲忠,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_496,土居宗珊,town_tk154,town_tk154,town_tk154,,,
lord_tk5_497,土井利胜,town_tk077,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_498,东乡重位,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_499,藤堂高虎,town_tk094,town_tk094,town_tk094,town_tk084,town_tk097,town_tk147
lord_tk5_500,远山景任,town_tk087,town_tk087,town_tk087,,,
lord_tk5_501,远山纲景,town_tk046,town_tk046,,,,
lord_tk5_502,户川秀安,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,
lord_tk5_503,户川逵安,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,town_tk131
lord_tk5_504,土岐赖次,town_tk100,town_tk101,town_tk101,town_tk101,village_tk211,town_tk113
lord_tk5_505,得居通之,town_tk145,town_tk145,town_tk145,town_tk145,town_tk145,
lord_tk5_506,德川家康,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_507,德川信康,town_tk072,town_tk077,town_tk077,town_tk077,,
lord_tk5_508,德川秀忠,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_509,户泽盛安,village_tk184,village_tk184,village_tk184,village_tk184,village_tk184,
lord_tk5_510,富田景政,town_tk059,town_tk059,town_tk059,village_tk198,village_tk198,
lord_tk5_511,富田重政,town_tk059,town_tk059,town_tk059,village_tk198,village_tk198,town_tk056
lord_tk5_512,富田势源,village_tk198,village_tk198,,,,
lord_tk5_513,富田隆实,town_tk020,town_tk020,town_tk020,town_tk020,town_tk020,
lord_tk5_514,富永山随,castle_tk262,castle_tk262,castle_tk262,castle_tk262,castle_tk262,
lord_tk5_515,丰臣秀次,village_tk205,town_tk080,town_tk084,town_tk096,town_tk127,
lord_tk5_516,丰臣秀长,village_tk205,village_tk205,town_tk084,town_tk096,town_tk127,
lord_tk5_517,丰臣秀吉,village_tk205,town_tk080,town_tk084,town_tk096,town_tk127,
lord_tk5_518,丰臣秀赖,village_tk205,town_tk080,town_tk084,town_tk096,town_tk127,town_tk113
lord_tk5_519,鸟居强右卫门,town_tk072,town_tk077,town_tk078,town_tk078,,
lord_tk5_520,鸟居忠吉,town_tk072,town_tk077,town_tk077,,,
lord_tk5_521,鸟居元忠,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk105
lord_tk5_522,内藤如安,town_tk100,town_tk101,town_tk101,town_tk101,village_tk211,town_tk167
lord_tk5_523,内藤昌丰,town_tk069,town_tk069,town_tk035,town_tk035,,
lord_tk5_524,内藤正成,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_525,直江景纲,town_tk049,town_tk049,town_tk049,town_tk049,,
lord_tk5_526,直江兼续,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk019
lord_tk5_527,长井道利,town_tk084,town_tk084,town_tk084,,,
lord_tk5_528,长尾政景,town_tk049,town_tk049,,,,
lord_tk5_529,中川清秀,town_tk149,town_tk111,town_tk149,town_tk149,town_tk115,
lord_tk5_530,长坂钓闲,town_tk069,town_tk069,town_tk069,town_tk069,town_tk069,
lord_tk5_531,中岛重房,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_532,中岛可之助,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,
lord_tk5_533,中条景泰,town_tk049,town_tk049,town_tk049,town_tk049,town_tk054,
lord_tk5_534,永田德本,village_tk201,village_tk201,village_tk201,village_tk201,village_tk201,village_tk201
lord_tk5_535,长野具藤,town_tk091,town_tk090,town_tk090,town_tk090,,
lord_tk5_536,长野业正,town_tk035,town_tk035,,,,
lord_tk5_537,长野业盛,town_tk035,town_tk035,,,,
lord_tk5_538,中野宗时,town_tk019,town_tk019,town_tk019,,,
lord_tk5_539,中村一氏,town_tk080,town_tk080,town_tk084,town_tk084,town_tk127,town_tk072
lord_tk5_540,道川兵卫三郎,village_tk198,village_tk198,village_tk198,village_tk198,village_tk198,village_tk198
lord_tk5_541,中山朝正,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016
lord_tk5_542,名古屋山三郎,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210,town_tk087
lord_tk5_543,奈佐日本助,castle_tk264,castle_tk264,castle_tk264,castle_tk264,,
lord_tk5_544,那须资晴,town_tk031,town_tk031,town_tk031,town_tk031,town_tk031,town_tk041
lord_tk5_545,长束正家,village_tk209,town_tk080,town_tk084,town_tk095,town_tk095,town_tk097
lord_tk5_546,夏目吉信,town_tk072,town_tk077,town_tk077,,,
lord_tk5_547,锅岛胜茂,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160
lord_tk5_548,锅岛直茂,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160
lord_tk5_549,吕宋助左卫门,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215,village_tk215
lord_tk5_550,成田氏长,town_tk044,town_tk044,town_tk044,town_tk044,town_tk044,
lord_tk5_551,成田长忠,town_tk044,town_tk044,town_tk044,town_tk044,town_tk044,town_tk031
lord_tk5_552,成田长泰,town_tk044,town_tk044,village_tk202,,,
lord_tk5_553,成松信胜,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
lord_tk5_554,成富茂安,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160
lord_tk5_555,南部利直,town_tk003,town_tk003,town_tk003,town_tk003,town_tk003,town_tk005
lord_tk5_556,南部信直,town_tk003,town_tk003,town_tk003,town_tk003,town_tk003,town_tk005
lord_tk5_557,南部晴政,town_tk003,town_tk003,town_tk003,town_tk003,,
lord_tk5_558,新纳忠元,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_559,西川仁右卫门,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210,village_tk210
lord_tk5_560,仁科盛信,town_tk069,town_tk069,town_tk069,town_tk066,town_tk066,
lord_tk5_561,二曲轮猪助,castle_tk248,castle_tk248,castle_tk248,castle_tk248,castle_tk248,castle_tk251
lord_tk5_562,二宫就辰,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_563,二本松义继,town_tk021,town_tk021,town_tk021,town_tk021,town_tk021,
lord_tk5_564,丹羽长重,town_tk080,town_tk080,town_tk084,town_tk095,town_tk095,town_tk057
lord_tk5_565,丹羽长秀,town_tk080,town_tk080,town_tk084,town_tk095,town_tk095,
lord_tk5_566,温井景隆,town_tk055,town_tk055,town_tk055,town_tk055,town_tk054,
lord_tk5_567,沼田祐光,town_tk098,village_tk181,town_tk001,town_tk001,town_tk001,town_tk001
lord_tk5_568,根岸兔角,village_tk187,village_tk187,village_tk187,village_tk187,village_tk187,town_tk168
lord_tk5_569,祢寝重长,town_tk176,town_tk176,town_tk176,town_tk178,,
lord_tk5_570,根津甚八,village_tk208,village_tk208,village_tk208,village_tk208,village_tk208,castle_tk265
lord_tk5_571,乃美宗胜,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,
lord_tk5_572,拜乡家嘉,village_tk205,village_tk205,town_tk084,town_tk060,town_tk060,
lord_tk5_573,垪和氏续,town_tk046,town_tk046,town_tk073,town_tk073,town_tk073,
lord_tk5_574,芳贺高定,town_tk028,town_tk028,town_tk028,,,
lord_tk5_575,芳贺高继,town_tk028,town_tk028,town_tk028,town_tk028,town_tk028,
lord_tk5_576,友野二郎兵卫,village_tk202,village_tk202,village_tk202,,,
lord_tk5_577,支仓常长,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_578,畠山高政,town_tk112,town_tk112,town_tk112,village_tk217,,
lord_tk5_579,畠山义续,town_tk055,town_tk055,village_tk210,village_tk210,village_tk210,
lord_tk5_580,畠山义纲,town_tk055,town_tk055,village_tk209,village_tk209,village_tk209,
lord_tk5_581,波多野晴通,town_tk107,,,,,
lord_tk5_582,波多野秀尚,town_tk107,town_tk107,town_tk107,town_tk107,,
lord_tk5_583,波多野秀治,town_tk107,town_tk107,town_tk107,town_tk107,,
lord_tk5_584,蜂须贺家政,village_tk206,village_tk206,town_tk084,town_tk096,town_tk127,town_tk149
lord_tk5_585,蜂须贺小六,village_tk206,village_tk206,town_tk084,town_tk096,town_tk127,
lord_tk5_586,蜂屋赖隆,town_tk084,town_tk084,town_tk084,town_tk084,town_tk097,
lord_tk5_587,服部半藏,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,
lord_tk5_588,堀立直正,village_tk228,village_tk228,village_tk228,village_tk228,,
lord_tk5_589,花房正成,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,town_tk131
lord_tk5_590,花房正幸,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,town_tk131
lord_tk5_591,花房职秀,town_tk133,town_tk133,town_tk133,town_tk131,town_tk131,town_tk025
